solute_inchi,solute_smiles,solute_name,solvent_inchi,solvent_smiles,solvent_name,temperature,temperature_units,solubility reported in paper,std reported in paper,units reported in paper,source,solvent_density [kg/m3],warning_density,experimental_logS [mol/L],logS_warning
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ",InChI=1/C2H3N/c1-2-3/h1H3,CC#N,Acetonitrile,298.15,K,0.3474,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,786,,1.00854030240815,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ",InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,Methyl acetate,298.15,K,0.461,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,929.68,,1.03099812951238,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
InChI=1/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl," 1,4-dichloro-2-nitrobenzene ","InChI=1/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",CC1=CC=C(C=C1)C,p-Xylene,298.15,K,0.4732,,mole fraction,https://doi.org/10.1080/00319104.2014.972555,861,,0.862775773356953,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1/f/h15H",C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,Naproxen,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,298.15,K,0.0112,,mole fraction,https://doi.org/10.1080/00319104.2016.1140763,792,,-0.552670864918123,Converted from mole fraction
"InChI=1/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/f/h14H",CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,ibuprofen,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,298.15,K,0.181,,mole fraction,https://doi.org/10.1080/00319104.2016.1140763,792,,0.737614243265202,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/f/h18H",CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,298.15,K,0.224,,mole fraction,https://doi.org/10.1080/00319104.2016.1140763,792,,0.85360586723241,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,2-Methyl-1-propanol,298.15,K,0.00239,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,802,,-1.5860494258508,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",CCCCCCCCCCO,1-Decanol,298.15,K,0.002586,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,828.05,,-1.8673064344389,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",CCCCCCCCO,1-Octanol,298.15,K,0.002791,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,822.7,,-1.75218152570845,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,3-Methyl-1-butanol,298.15,K,0.00292,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,810,,-1.56978290246101,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",CCCCCCCO,1-Heptanol,298.15,K,0.002935,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,818.8,,-1.68284498965693,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",CCCCCCO,1-Hexanol,298.15,K,0.00304,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,814.37,,-1.61402711805051,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,1-Pentanol,298.15,K,0.003165,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,812.4,,-1.53340041683684,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",CCCC(C)O,2-Pentanol,298.15,K,0.00324,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,812,,-1.5234103297418,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,1-Butanol,298.15,K,0.003368,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,810,,-1.43233862698224,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,1-Propanol,298.15,K,0.003598,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,801.03,,-1.31729200762447,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,2-Butanol,298.15,K,0.003656,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,804.67,,-1.3994462138934,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/CH4O/c1-2/h2H,1H3",CO,Methanol,298.15,K,0.003835,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,792,,-1.02134634039852,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,2-Propanol,298.15,K,0.004163,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,783.5,,-1.26331020415192,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,Ethanol,298.15,K,0.004671,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,784.9,,-1.09689536686698,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",CCCCOCCO,2-Butoxyethanol,298.15,K,0.008213,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,900,,-1.19992169565042,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",CCOCCO,2-Ethoxyethanol,298.15,K,0.01447,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,926.7,,-0.820833057581258,Converted from mole fraction
"InChI=1/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/f/h9,11H",C1=CC(=CC(=C1)C(=O)O)C(=O)O,isophthalic acid,"InChI=1/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",COCCO,2-Methoxyethanol,298.15,K,0.01513,,mole fraction,https://doi.org/10.1080/00319104.2016.1149178,965,,-0.710125759448791,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",CC(C)OC(C)C,Diisopropyl ether,298.15,K,0.00257,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,725,,-1.73765603095026,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C2H6O2/c3-1-2-4/h3-4H,1-2H2",C(CO)O,Ethylene glycol,298.15,K,0.0058,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,1110,,-0.981372030281999,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",CCOCC,Diethyl ether,298.15,K,0.00665,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,713,,-1.19085202220213,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,2-Methyl-1-propanol,298.15,K,0.00912,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,802,,-1.00151275729439,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",CCCCCCCCCCO,1-Decanol,298.15,K,0.0101,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,828.05,,-1.27232944564115,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",CCC(C)CO,2-Methyl-1-butanol,298.15,K,0.0106,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,815,,-1.00382919979502,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",CC(C)CCO,3-Methyl-1-butanol,298.15,K,0.0106,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,810,,-1.00650178965634,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3",CC1COC(=O)O1,Propylene carbonate,298.15,K,0.0108,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,1205,,-0.88960840267916,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",CCCCCCCCO,1-Octanol,298.15,K,0.0115,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,822.7,,-1.13343400605383,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",CCCCCOC(=O)C,Pentyl acetate,298.15,K,0.0116,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,875.27,,-1.1026079301404,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,1-Butanol,298.15,K,0.0118,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,810,,-0.884138724610099,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",CCCOC(=O)C,Propyl acetate,298.15,K,0.012,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,885.38,,-0.977335934611968,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,1-Pentanol,298.15,K,0.0121,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,812.4,,-0.947078468153952,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",CCCCOC(=O)C,Butyl acetate,298.15,K,0.0121,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,879.01,,-1.03270515227881,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,1-Propanol,298.15,K,0.0122,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,801.03,,-0.783227767194005,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3",CCCC(C)CO,2-Methyl-1-pentanol,298.15,K,0.0122,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,826,,-1.00037387819932,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",CCCCCCCO,1-Heptanol,298.15,K,0.0124,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,818.8,,-1.05288901986593,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",CCCCCCO,1-Hexanol,298.15,K,0.0125,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,814.37,,-0.995850059039018,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",CCCC(=O)OC,Methyl butyrate,298.15,K,0.0125,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,895.25,,-0.954572705079889,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3",CC(C)CC(C)O,4-Methyl-2-pentanol,298.15,K,0.0126,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,808,,-0.995755951360282,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,2-Propanol,298.15,K,0.0128,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,783.5,,-0.77172353377049,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",CCCC(C)O,2-Pentanol,298.15,K,0.0137,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,812,,-0.892653204497632,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,2-Butanol,298.15,K,0.0139,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,804.67,,-0.814949249684935,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,Ethanol,298.15,K,0.0142,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,784.9,,-0.609839045691512,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/CH4O/c1-2/h2H,1H3",CO,Methanol,298.15,K,0.0148,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,792,,-0.430043117615672,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,Ethyl acetate,298.15,K,0.016,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,902,,-0.778409921525418,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid",InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,Methyl acetate,298.15,K,0.0165,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,929.68,,-0.676404450731977,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H10O/c1-4(2,3)5/h5H,1-3H3",CC(C)(C)O,2-Methyl-2-propanol,298.15,K,0.0212,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,781,,-0.641367967115176,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3",CCCOCCO,2-Propoxyethanol,298.15,K,0.0375,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,913,,-0.46628153879048,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3",CC(C)OCCO,2-Isopropoxyethanol,298.15,K,0.0409,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,903,,-0.431835678542462,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",CCCCOCCO,2-Butoxyethanol,298.15,K,0.0473,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,900,,-0.422100131546551,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid","InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",CCOCCO,2-Ethoxyethanol,298.15,K,0.0499,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,926.7,,-0.267300512222066,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid",InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-Dioxane",298.15,K,0.0561,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,1028.95,,-0.158310196620332,Converted from mole fraction
"InChI=1/C10H12O5/c1-13-7-4-6(10(11)12)5-8(14-2)9(7)15-3/h4-5H,1-3H3,(H,11,12)/f/h11H",COC1=CC(=CC(=C1OC)OC)C(=O)O,"3,4,5-Trimethoxybenzoic acid",InChI=1/C4H8O/c1-2-4-5-3-1/h1-4H2,C1CCOC1,Tetrahydrofuran,298.15,K,0.0748,,mole fraction,https://doi.org/10.1080/00319104.2017.1346097,889,,-0.001111545333958,Converted from mole fraction
"InChI=1/C6H6N2O3/c1-4-2-7-5(6(9)10)3-8(4)11/h2-3H,1H3,(H,9,10)/f/h9H",CC1=CN=C(C=[N+]1[O-])C(=O)O,acipimox,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,298.15,K,-1.651,,logS,https://doi.org/10.1080/00319104.2018.1467908,786,,-1.651,
"InChI=1/C6H6N2O3/c1-4-2-7-5(6(9)10)3-8(4)11/h2-3H,1H3,(H,9,10)/f/h9H",CC1=CN=C(C=[N+]1[O-])C(=O)O,acipimox,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,propanone,298.15,K,-1.523,,logS,https://doi.org/10.1080/00319104.2018.1467908,784,,-1.523,
